Id,Deleted,CreatedBy_FK,Created,ModifiedBy_FK,Modified,IsSupplier,IsCustomer,Locked,Archived,PrintReport_FK,ApproveUntil,Approved,ApprovedBy_FK,Name,Description,Type_FK,Parent_FK,DefaultLanguage_FK,BillingAddressStreet,BillingAddressCity,BillingAddressState_FK,BillingAddressPostalCode,BillingAddressCountry_FK,ShippingAddressStreet,ShippingAddressCity,ShippingAddressState_FK,ShippingAddressPostalCode,ShippingAddressCountry_FK,EmailInvoicing,Email1,Website,Skype,Phone,Mobile,Fax,Currency_FK,CreditRating_FK,IgnoreISIR,PaymentMethod_FK,RegNumber,VATNumber,SendMailEnabled,CallEnabled,SendNoticeOfLatePayment,FirstName,MiddleName,LastName,Title,Suffix,JobTitle,Department,ReportsTo_FK,Office,Profession,Anniversary,Birthday,Gender_FK,Salutation_FK,SalutationText,IsDefault,Industry_FK,AnnualRevenue_FK,AnnualRevenueBaseCurrency_FK,Ownership,Employees_FK,SicCode,PersonalDataAgreement,BusinessFocus_FK,Inactive,LeadSource,QueueOrder,PersonalIdentificationNumber,CaptionSort,ProductSellingPrice_FK,InvoiceDueDays,ConcatenatedDddress,Status_FK,DataboxId,EstabDate,TurnoverLowerBound,TurnoverUpperBound,BusinessEntry,IsVatpayer,VatRegistrationType,IsUnreliableVatpayer,UnreliableVatpayerSince,VzpDebt,BillingAddressGps,OwningType,LegalForm,StatusForm,Profit,Ebidta,BankAccountsBalance,BusinessPremisesCount,ActiveLicensesCount,TitleType_FK,SuffixType_FK,RegNumber_SK,GdprLegalReasonEndDate,c_AdjusterUserID,c_PreferredContactMethod,c_InvolvedId,MainProjection_FK,c_BulkEmails,c_NAVNumber,c_BDM,c_Region,c_Industry,c_NAVContactNumber,c_Buyer,c_BuyerInceptionDate,c_BuyerLatestDate,c_SBU,Image_FK,CaptionDisplay,TaxNumber,AresSyncEnabled,MasterParent_FK,SendContactEmailWishBirthday,SendContactEmailWishAnniversary,BusinessUnit_FK,BillingAddressRuian,ShippingAddressRuian,ShippingAddressGps,c_SourceTable,c_SourceTableId,c_SBU_enum_FK,c_Industry_Enum_FK,c_Region_Enum_FK,c_isEmployee,c_isEngineer,c_EmployeeNumber,c_NavAddressStreet,c_NavAddressStreet2,c_NavAddressCity,c_NavAddressState_FK,c_NavAddressZip,c_NavAddressCountry_FK,Ext_ID,Ext_Source,c_EmployeeNumberString,c_NAVEmployeeNumber,c_NavPhoneNumber,c_NavFaxNumber,c_NavEmail,c_NavEmail2,c_BillingAddressStreet2,c_NavAddressState,c_AlternateName,MainRecordAfterMerge_ID,c_ShippingAddressStreet2,CreditCheckMainStatus_FK,Signature_FK,c_MergedIDs,c_hasRecentActivity,
10076,0,0,45:25.0,0,41:54.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,INTERNATIONAL MARINE UNDERWRITERS,NULL,NULL,NULL,NULL,3625 Cumberland Blvd Ste C100 ,Atlanta,1160,30342,NULL,3625 Cumberland Blvd Ste C100 ,Atlanta,1160,30342,NULL,NULL,NULL,www.imu.com,NULL,NULL,800-214-1565,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,INTERNATIONAL MARINE UNDERWRITERS,NULL,NULL,"3625 Cumberland Blvd Ste C100,Atlanta,Georgia",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTERNATIONAL MARINE UNDERWRITERS,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,9507,NULL,NULL,NULL,0,0,NULL,3625 CUMBERLAND BLVD,,ATLANTA,NULL,30339,NULL,NULL,NULL,NULL,NULL,,,,NULL,,GA,NULL,10076,,NULL,NULL,NULL,0,
10776,0,0,48:21.0,0,02:07.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,BIGGE CRANE AND RIGGING CO,NULL,NULL,NULL,NULL,14800 Jersey Shore Dr,Houston,1222,77047,NULL,14800 Jersey Shore Dr,Houston,1222,77047,NULL,NULL,NULL,www.bigge.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,BIGGE CRANE AND RIGGING CO,NULL,NULL,"14800 Jersey Shore Dr,Houston,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BIGGE CRANE AND RIGGING CO,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,10207,NULL,NULL,NULL,0,0,NULL,14800 JERSEY SHORE DR,,HOUSTON,NULL,77047,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,10776,,NULL,NULL,NULL,0,
11410,0,0,49:40.0,0,50:57.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,"FINELLI CONSULTING ENGINEERS, INC",NULL,NULL,NULL,NULL,205 Route 31 North,Washington,1194,7882,NULL,NULL,NULL,1194,NULL,NULL,NULL,NULL,http://www.finelliconsulting.com,NULL,NULL,NULL,908-835-9909,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,"FINELLI CONSULTING ENGINEERS, INC",NULL,NULL,"205 Route 31 North,Washington,New Jersey",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,37599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FINELLI CONSULTING ENGINEERS, INC",NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,10841,NULL,NULL,NULL,0,0,NULL,205 ROUTE 31 NORTH,,WASHINGTON,NULL,7882,NULL,NULL,NULL,NULL,NULL,,,,NULL,,NJ,NULL,11410,,NULL,NULL,NULL,0,
11880,0,0,39:03.0,266,20:49.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,OLYMPUS INSURANCE CO,NULL,NULL,NULL,NULL,PO Box 166002,Altamonte Springs,1159,32701,NULL,PO Box 166002,Altamonte Springs,1159,32701,NULL,NULL,NULL,www.olympusinsurance.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,OLYMPUS INSURANCE CO,NULL,NULL,"PO Box 166002,Altamonte Springs,Florida",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,37801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OLYMPUS INSURANCE CO,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,11311,NULL,NULL,NULL,0,0,NULL,PO BOX 166002,,ALTAMONTE SPRINGS,NULL,32701,NULL,NULL,NULL,NULL,NULL,,,,NULL,,FL,NULL,11880,,NULL,NULL,NULL,0,
11881,0,0,29:27.0,266,21:05.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,OLYMPUS INSURANCE CO,NULL,NULL,NULL,NULL,240 E Central Pkwy Ste 4010,Altamonte Springs,1159,32701,NULL,NULL,NULL,1159,NULL,NULL,NULL,NULL,http://,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,OLYMPUS INSURANCE CO,NULL,NULL,"240 E Central Pkwy Ste 4010,Altamonte Springs,Florida",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,37801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OLYMPUS INSURANCE CO,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,11312,NULL,NULL,NULL,0,0,NULL,PO BOX 166002,,ALTAMONTE SPRINGS,NULL,32701,NULL,NULL,NULL,NULL,NULL,,,,NULL,,FL,NULL,11881,,NULL,NULL,NULL,0,
12224,0,0,00:36.0,0,02:28.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,BISHOP & HUMMERT PC,NULL,NULL,NULL,NULL,5910 N Central Expy Ste 1600,Dallas,1222,75206,NULL,5910 N Central Expy Ste 1600,Dallas,1222,75206,NULL,NULL,NULL,www.bishophummert.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,BISHOP & HUMMERT PC,NULL,NULL,"5910 N Central Expy Ste 1600,Dallas,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BISHOP & HUMMERT PC,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,11655,NULL,NULL,NULL,0,0,NULL,5910 N CENTRAL EXPY STE 1600,,DALLAS,NULL,75206,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,12224,,NULL,NULL,NULL,0,
12281,0,0,02:17.0,0,55:03.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,ABINGTON HEALTH,NULL,NULL,NULL,NULL,1200 Old York Rd,Abington,1211,19001,NULL,1200 Old York Rd,Abington,1211,19001,NULL,NULL,NULL,www.abingtonhealth.org,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ABINGTON HEALTH,NULL,NULL,"1200 Old York Rd,Abington,Pennsylvania",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ABINGTON HEALTH,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,11712,NULL,NULL,NULL,0,0,NULL,1200 OLD YORK RD,,ABINGTON,NULL,19001,NULL,NULL,NULL,NULL,NULL,,,,NULL,,PA,NULL,12281,,NULL,NULL,NULL,0,
12325,0,0,25:40.0,0,42:35.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,KELLY & CLOSE CONSULTING ENGINEERS,NULL,NULL,NULL,NULL,1786 Wilmington Pike Ste 300,Glen Mills,1211,19342,NULL,1786 Wilmington Pike Ste 300,Glen Mills,1211,19342,NULL,NULL,NULL,kellyengineers.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,KELLY & CLOSE CONSULTING ENGINEERS,NULL,NULL,"1786 Wilmington Pike Ste 300,Glen Mills,Pennsylvania",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KELLY & CLOSE CONSULTING ENGINEERS,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,11756,NULL,NULL,NULL,0,0,NULL,1786 WILMINGTON PIKE STE 300,,GLEN MILLS,NULL,19342,NULL,NULL,NULL,NULL,NULL,,610-358-9376,rjsnyder@kellyengineers.com,NULL,,PA,NULL,12325,,NULL,NULL,NULL,0,
12958,0,0,40:24.0,0,06:13.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,UNDERWOOD PERKINS PC,NULL,NULL,NULL,NULL,"5420 LBJ Fwy
Two Lincoln Centre Ste 1900",Dallas,1222,75240,NULL,"5420 LBJ Fwy
Two Lincoln Centre Ste 1900",Dallas,1222,75240,NULL,NULL,NULL,uplawtx.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,UNDERWOOD PERKINS PC,NULL,NULL,"5420 LBJ Fwy
Two Lincoln Centre Ste 1900,Dallas,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UNDERWOOD PERKINS PC,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,12389,NULL,NULL,NULL,0,0,NULL,5420 LBJ FWY STE 1900,,DALLAS,NULL,75240,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,12958,,NULL,NULL,NULL,0,
13098,0,0,47:50.0,0,51:23.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,STERLING CLAIMS,NULL,NULL,NULL,NULL,PO Box 137331,Ft Worth,1222,76136,NULL,PO Box 137331,Ft Worth,1222,76136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,STERLING CLAIMS,NULL,NULL,"PO Box 137331,Ft Worth,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,36164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,STERLING CLAIMS,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,12529,NULL,NULL,NULL,0,0,NULL,PO BOX 137331,,FORT WORTH,NULL,76136,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,13098,,NULL,NULL,NULL,0,
13151,0,0,58:19.0,0,38:17.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,MARKS BALETTE & GIESSEL PC,NULL,NULL,NULL,NULL,10000 Memorial Dr Ste 760,Houston,1222,77024,NULL,NULL,NULL,1222,NULL,NULL,NULL,NULL,http://www.marksfirm.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,MARKS BALETTE & GIESSEL PC,NULL,NULL,"10000 Memorial Dr Ste 760,Houston,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MARKS BALETTE & GIESSEL PC,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,12582,NULL,NULL,NULL,0,0,NULL,10000 MEMORIAL DR STE 760,,HOUSTON,NULL,77024,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,13151,,NULL,NULL,NULL,0,
13416,0,0,48:43.0,0,06:20.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,TISHMAN SPEYER,NULL,NULL,NULL,NULL,45 Rockefeller Plz,New York,1196,10111,NULL,45 Rockefeller Plz,New York,1196,10111,NULL,NULL,NULL,www.tishmanspeyer.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,TISHMAN SPEYER,NULL,NULL,"45 Rockefeller Plz,New York,New York",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,36989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TISHMAN SPEYER,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,12847,NULL,NULL,NULL,0,0,NULL,45 ROCKEFELLER PLZ,,NEW YORK,NULL,10111,NULL,NULL,NULL,NULL,NULL,,,,NULL,,NY,NULL,13416,,NULL,NULL,NULL,0,
13575,0,0,34:11.0,0,55:25.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,BENJAMIN'S DESK,NULL,NULL,NULL,NULL,"1701 Walnut St 7th Fl
The Almond Building",Philadelphia,1211,19103,NULL,"1701 Walnut St 7th Fl
The Almond Building",Philadelphia,1211,19103,NULL,NULL,NULL,benjaminsdesk.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,BENJAMIN'S DESK,NULL,NULL,"1701 Walnut St 7th Fl
The Almond Building,Philadelphia,Pennsylvania",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38793,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BENJAMIN'S DESK,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,13006,NULL,NULL,NULL,0,0,NULL,1701 WALNUT ST 7TH FL,THE ALMOND BUILDING,PHILADELPHIA,NULL,19103,NULL,NULL,NULL,NULL,NULL,267-765-2070,,,NULL,,PA,NULL,13575,,NULL,NULL,NULL,0,
13858,0,0,11:25.0,0,38:32.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,MICHAEL BAKER INTERNATIONAL,NULL,NULL,NULL,NULL,33536 Concours St Ste 100,Ontario,1155,91764,NULL,33536 Concours St Ste 100,Ontario,1155,91764,NULL,NULL,NULL,www.mbakerintl.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,MICHAEL BAKER INTERNATIONAL,NULL,NULL,"33536 Concours St Ste 100,Ontario,California",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,39005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MICHAEL BAKER INTERNATIONAL,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,13289,NULL,NULL,NULL,0,0,NULL,3536 CONCOURS STE 100,,ONTARIO,NULL,91764,NULL,NULL,NULL,NULL,NULL,,,,NULL,,CA,NULL,13858,,NULL,NULL,NULL,0,
14124,0,0,11:45.0,0,38:35.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,JOHN ELWOOD LAW,NULL,NULL,NULL,NULL,12 Greenway Plaza Ste 100,Houston,1222,77046,NULL,NULL,NULL,1222,NULL,NULL,NULL,NULL,http://www.johnelwoodlaw.com,NULL,NULL,NULL,713-425-4999,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,JOHN ELWOOD LAW,NULL,NULL,"12 Greenway Plaza Ste 100,Houston,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,38288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JOHN ELWOOD LAW,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,13555,NULL,NULL,NULL,0,0,NULL,12 GREENWAY PLAZA STE 1100,,HOUSTON,NULL,77046,NULL,NULL,NULL,NULL,NULL,,,,NULL,,TX,NULL,14124,,NULL,NULL,NULL,0,
14458,0,0,42:47.0,266,46:43.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,PURE INSURANCE,NULL,NULL,10182,NULL,PO Box 91448,Austin,1222,78709-1448,NULL,NULL,NULL,1222,NULL,NULL,NULL,NULL,http://www.pureinsurance.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,PURE INSURANCE,NULL,NULL,"PO Box 91448,Austin,Texas",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,37798,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PURE INSURANCE,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,13889,NULL,NULL,NULL,0,0,NULL,PO BOX 91448,,AUSTIN,NULL,78709-1448,NULL,NULL,NULL,NULL,NULL,512-900-8769,866-914-7543,,NULL,,TX,NULL,14458,,NULL,NULL,NULL,0,
14705,0,0,31:53.0,0,37:16.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,MOSAIC CO,NULL,NULL,6714,NULL,PO Box 7500,Regina,1216,S4P 4L8,NULL,NULL,NULL,1216,NULL,NULL,NULL,NULL,http://www.mosaicco.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,MOSAIC CO,NULL,NULL,"PO Box 7500,Regina,Saskatchewan",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,36481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MOSAIC CO,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,14136,NULL,NULL,NULL,0,0,NULL,PO BOX 1500,,COLONSAY SK,NULL,S0K 0Z0,NULL,NULL,NULL,NULL,NULL,,,,NULL,,SK,NULL,14705,,NULL,NULL,NULL,0,
14706,0,0,19:51.0,0,45:12.0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,MOSAIC CO,NULL,NULL,6714,NULL,PO Box 1500,Colonsay,1216,S0K 0Z0,NULL,NULL,NULL,1216,NULL,NULL,NULL,NULL,http://www.mosaicco.com,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,MOSAIC CO,NULL,NULL,"PO Box 1500,Colonsay,Saskatchewan",96197,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,36481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MOSAIC CO,NULL,0,NULL,0,0,1,NULL,NULL,NULL,JimsCRMcustomer,14137,NULL,NULL,NULL,0,0,NULL,PO BOX 1500,,COLONSAY SK,NULL,S0K 0Z0,NULL,NULL,NULL,NULL,NULL,,,,NULL,,SK,NULL,14706,,NULL,NULL,NULL,0,
